employee_id,age,experience_years,role,work_hours_per_day,days_worked_per_week,overtime_hours,lunch_break_minutes,coffee_breaks_per_day,punctuality_score,attendance_rate,late_arrivals,biometric_match_score,emails_sent,emails_received,email_response_time,after_hours_emails,meetings_per_week,meeting_hours,meeting_acceptance_rate,declined_meetings,focus_time_hours,messages_sent,messages_received,after_hours_messages,response_time_minutes,reactions_given,status_available_percentage,status_busy_percentage,status_away_percentage,commits_per_week,prs_created,prs_reviewed,code_review_time_hours,pr_merge_rate,avg_pr_size_lines,github_pr_merge_time,tasks_assigned,tasks_completed_per_week,task_completion_rate,overdue_tasks,avg_task_completion_time,hours_logged,projects_active,context_switches_per_day,bugs_reported,bugs_fixed,document_edits,shared_files,work_pattern_consistency,after_hours_activity_ratio,communication_balance,meeting_to_work_ratio,code_commit_consistency,task_velocity,collaboration_score,peer_interaction_frequency,message_after_hours_ratio,email_after_hours_ratio,weekend_work_hours,daily_active_hours,work_life_balance_score,days_off_taken,sick_days,tools_used,tool_switch_frequency,training_hours,documentation_contributions,team_size,one_on_ones_conducted,deliverables_completed,quality_score,average_email_length,average_message_length,sentiment_email_score,sentiment_chat_score,voluntary_contributions,initiative_score,unique_contacts_per_week,cross_team_interactions,code_review_comments_received,refactoring_commits,blocked_time_hours,dependency_wait_time_hours,new_ideas_proposed,experiments_run,avg_first_response_time_hours,response_rate,meeting_preparation_score,meeting_participation_score,interruptions_per_day,deep_work_blocks,concurrent_tasks,task_switching_rate,urgent_tasks_percentage,tasks_completed_early,mentor_hours_per_week,knowledge_base_contributions,process_compliance_score,documentation_quality_score,morning_productivity_score,afternoon_productivity_score,informal_chats_per_week,team_engagement_score,self_directed_work_percentage,decision_making_authority_score,feedback_received_count,feedback_given_count,new_technologies_learned,skill_utilization_score,burnout_risk_score,wellbeing_score,efficiency_score
EMP142,28,3,Designer,7.1,5,1.4,30,1,94.74,80.92,0,93.48,20,43,8.93,2,4,2.43,90.97,0,6.12,12,17,1,102.86,5,66.28,25.81,7.92,0,0,2,1.0,0.0,0,0.0,4,3,75.0,0,6.17,38.82,3,14.13,0,0,4,1,80.68,0.0909,0.57,0.3424,0.0,0.0845,2.67,3.8,0.0769,0.0952,0.0,7.38,100.0,1,0,6,35.59,1.07,3,0,0,3.0,88.29,124.22,49.04,51.22,90.82,3,53.41,2,0,0,0,0.28,0.72,0,0,4.01,67.56,56.1,69.43,1,3,2,1.9895,21.75,1,0.0,1,75.97,64.7,79.29,32.33,4,51.21,45.4,24.48,0,1,0,70.72,0.1455,82.06,9.7
EMP143,50,6,Developer,8.42,5,4.79,60,1,73.54,82.89,2,90.95,22,49,47.71,5,6,3.17,52.18,2,6.78,46,106,5,24.47,20,67.33,29.17,3.5,7,1,2,1.34,67.21,32,19.44,9,5,55.56,0,6.13,42.55,1,4.36,4,3,5,2,80.08,0.1449,2.0,0.3766,0.72,0.1188,8.0,13.6,0.1064,0.2174,0.0,9.37,89.01,4,0,5,52.2,0.0,1,5,5,5.5,91.31,183.0,48.73,68.53,76.73,2,25.8,4,1,3,2,1.03,0.59,1,2,17.68,77.88,29.69,72.49,5,3,2,0.5183,10.97,2,0.24,0,48.54,77.58,41.56,53.19,3,55.51,46.25,52.79,0,1,1,52.42,0.3182,74.47,65.03
EMP144,45,19,Designer,9.69,5,4.52,30,2,67.0,88.8,3,97.4,7,9,5.57,1,4,5.8,86.04,0,8.04,44,109,10,5.48,23,56.72,29.28,14.0,0,0,2,1.0,0.0,0,0.0,9,6,66.67,0,12.25,42.05,3,6.82,4,2,9,0,54.6,0.2115,5.5,0.5977,0.0,0.1238,8.33,13.8,0.2222,0.125,0.0,10.6,79.21,0,0,4,40.49,1.21,1,0,0,6.0,82.07,272.66,34.48,63.57,81.61,0,39.81,13,4,0,0,0.14,0.76,1,0,2.16,88.19,19.91,41.02,7,4,1,0.703,30.85,3,0.14,0,72.44,62.2,67.05,65.53,11,72.83,47.71,40.28,2,2,0,55.98,0.5354,63.22,0.0
EMP145,28,1,Senior Developer,8.12,6,3.85,45,0,81.67,96.94,1,95.62,5,49,25.11,1,2,2.19,90.27,0,7.01,29,44,6,9.31,7,80.76,11.35,7.89,9,2,8,6.42,70.98,116,3.0,8,4,50.0,0,15.93,51.87,3,14.86,7,6,9,2,73.97,0.2,4.83,0.269,0.83,0.0821,5.67,7.33,0.2,0.1667,0.0,8.76,93.89,0,0,7,84.19,0.16,0,0,0,5.0,90.09,261.47,35.54,69.21,59.82,3,37.57,10,3,6,2,1.36,1.09,1,0,12.34,68.34,29.89,39.26,2,3,2,1.8293,25.73,2,0.0,2,53.52,75.04,93.08,26.44,9,78.98,49.52,81.56,0,1,1,90.38,0.2383,78.08,63.08
EMP146,48,5,Manager,9.82,5,6.71,45,1,77.61,98.02,2,88.33,1,38,35.76,0,4,4.4,63.24,1,8.19,20,29,6,3.28,11,51.82,21.87,26.31,0,0,1,0.5,0.0,0,0.0,10,6,60.0,0,6.51,35.01,1,3.01,3,2,6,3,94.38,0.2727,10.0,0.4481,0.0,0.1223,5.0,6.4,0.2857,0.0,2.48,11.16,74.74,3,0,6,62.44,0.2,0,0,0,6.0,74.58,296.39,43.68,84.28,92.59,1,11.76,12,4,0,0,0.43,2.31,1,0,12.23,83.41,59.23,43.68,1,4,2,0.307,22.25,1,0.09,0,66.34,68.4,85.28,28.32,0,49.59,46.94,78.96,1,0,0,74.54,0.4383,75.3,3.69
EMP147,42,1,Developer,9.65,5,4.7,30,1,63.08,99.27,3,88.33,7,4,11.97,0,8,8.21,66.08,2,7.51,52,106,17,2.23,32,72.43,22.27,5.3,14,2,2,0.95,92.1,62,7.82,2,1,50.0,0,7.04,40.22,1,2.1,4,3,10,3,78.95,0.2833,6.5,0.8511,0.82,0.0207,12.33,17.2,0.3208,0.0,0.0,10.59,79.29,1,0,3,22.57,2.07,0,0,0,2.0,81.3,201.1,44.61,85.16,52.49,1,45.64,2,0,7,3,0.51,3.75,0,1,5.67,93.89,72.01,34.27,6,3,1,0.2176,31.01,0,0.0,0,51.02,43.44,80.96,67.03,4,54.02,69.35,54.64,1,3,0,61.24,0.5128,76.01,49.79
EMP148,35,8,Designer,8.88,5,2.09,45,3,89.01,73.42,1,96.08,11,30,13.71,1,2,2.32,97.8,0,7.67,10,20,1,5.09,2,64.64,16.21,19.15,0,0,0,0.0,0.0,0,0.0,12,13,100.0,0,10.6,39.48,1,4.27,1,0,7,2,86.71,0.0909,0.83,0.2608,0.0,0.2927,1.33,2.4,0.0909,0.0833,0.0,9.3,89.59,1,1,5,52.14,0.83,3,0,0,13.0,71.42,235.73,29.96,46.25,78.05,1,81.93,10,4,0,0,1.05,0.07,0,0,6.13,83.13,52.7,72.05,1,3,2,0.4803,31.57,2,0.25,0,94.53,56.6,68.15,51.01,3,70.15,31.86,61.92,0,1,0,50.65,0.2729,78.51,0.0
EMP149,42,15,Developer,8.16,5,9.81,30,2,90.13,93.44,0,94.63,17,57,18.32,3,5,5.43,60.57,1,6.58,64,130,16,23.47,18,58.22,22.38,19.4,3,1,5,4.28,70.68,47,19.19,6,4,66.67,0,9.26,33.98,2,6.03,5,5,12,3,68.81,0.2317,3.56,0.6647,0.71,0.098,8.67,17.4,0.2462,0.1667,3.12,10.13,83.0,0,0,5,34.11,0.15,2,0,0,4.5,75.68,264.95,16.67,67.99,83.67,0,26.88,16,4,7,0,0.07,1.19,0,0,12.33,77.65,81.58,60.58,9,3,1,0.7383,18.65,0,0.32,0,67.14,55.96,36.09,37.81,3,34.57,39.23,63.98,2,2,0,72.74,0.395,70.73,55.28
EMP150,35,8,Senior Developer,9.24,6,4.78,45,1,89.59,96.65,1,96.64,8,49,12.27,1,2,1.98,75.72,0,8.16,35,48,5,1.34,5,80.24,10.5,9.26,5,1,2,0.93,85.63,62,6.37,10,10,100.0,0,27.46,40.1,3,14.84,2,1,12,2,70.32,0.1364,3.89,0.2144,0.76,0.1804,3.0,7.0,0.1389,0.1111,0.0,10.04,83.7,1,0,5,35.74,1.19,1,0,0,10.5,95.76,75.62,19.97,90.52,90.22,2,59.58,5,1,3,1,0.68,0.97,1,1,7.57,72.57,43.92,32.95,1,4,2,1.6055,28.98,3,0.04,1,90.74,64.28,85.15,34.52,1,71.87,68.72,50.7,0,3,1,33.25,0.3763,80.29,84.36
EMP151,45,14,QA Engineer,6.2,5,2.16,30,1,94.1,67.05,0,86.18,13,33,5.52,1,10,11.9,85.2,1,3.32,22,27,5,2.57,3,76.19,22.03,1.78,0,0,1,0.5,0.0,0,0.0,1,0,0.0,0,26.31,33.96,1,2.92,0,0,1,1,81.2,0.1667,1.57,1.9194,0.0,0.0,1.67,5.2,0.2174,0.0714,0.0,6.63,100.0,0,0,6,89.18,0.64,0,0,0,0.0,62.64,77.1,35.62,64.79,60.15,0,58.04,7,2,0,0,0.08,0.85,0,0,3.46,76.92,52.37,51.18,1,1,4,0.4708,28.52,0,0.12,0,97.35,76.29,84.02,64.76,10,38.59,50.22,66.35,2,0,1,58.18,0.6623,59.41,0.45
EMP152,25,1,Designer,6.64,5,4.33,45,3,71.22,79.77,2,93.11,10,45,4.81,2,13,16.08,91.79,1,2.67,32,66,5,4.96,7,77.79,22.88,-0.67,0,0,2,1.0,0.0,0,0.0,8,4,50.0,0,18.12,27.24,4,17.1,3,3,4,7,74.67,0.1628,2.91,2.4214,0.0,0.1205,5.33,8.2,0.1515,0.1818,0.0,7.51,100.0,0,0,5,64.58,0.74,2,0,0,4.0,80.91,292.95,36.62,55.48,72.56,1,27.7,6,2,0,0,0.41,0.17,0,0,1.52,66.17,73.91,48.79,3,1,2,2.5754,26.98,1,0.0,0,94.09,58.43,33.37,55.02,3,21.33,77.93,72.48,0,2,0,80.49,0.9566,47.27,0.0
EMP153,50,21,Senior Developer,8.57,6,4.42,45,2,78.56,77.03,2,92.6,23,53,34.69,5,3,2.21,72.23,0,7.45,63,101,7,6.48,38,80.51,25.83,-6.34,8,1,11,7.39,93.18,38,35.71,3,1,33.33,0,19.28,42.46,3,10.69,0,0,2,7,65.34,0.1379,2.62,0.2579,0.6,0.0194,18.67,18.67,0.1094,0.2083,0.0,9.31,89.54,1,0,3,16.9,0.15,3,0,0,1.5,86.07,205.45,45.92,57.51,75.82,1,53.1,1,0,4,2,0.14,2.02,0,0,12.34,91.45,81.71,34.46,5,3,1,1.2476,18.49,0,0.69,1,49.94,65.7,70.7,85.01,5,50.63,76.18,27.86,0,2,0,70.26,0.4297,65.0,50.78
EMP154,25,2,Developer,8.01,5,0.15,60,2,49.11,96.61,5,85.02,23,33,48.0,5,0,0.0,77.28,0,7.01,19,45,4,35.28,11,70.77,27.98,1.25,9,2,6,6.42,89.62,116,4.77,2,1,50.0,0,11.36,28.34,2,8.61,4,2,2,5,73.27,0.2093,0.79,0.0,0.91,0.025,7.33,7.2,0.2,0.2083,0.0,8.04,99.7,0,0,4,23.71,0.14,2,3,3,2.0,70.94,250.27,46.58,68.2,66.08,2,31.93,9,2,13,2,0.48,0.77,0,0,32.24,77.98,38.56,66.91,2,3,1,1.0755,18.58,0,0.0,0,73.77,61.65,68.01,50.65,4,39.92,66.82,55.58,0,2,1,66.98,0.0487,78.14,57.2
EMP155,38,13,Tech Lead,8.35,5,13.06,30,1,82.13,89.1,1,98.37,11,7,10.93,3,1,1.03,66.02,0,7.64,29,55,6,37.65,9,71.57,24.26,4.17,5,1,7,10.1,92.3,20,13.64,2,1,50.0,0,22.16,42.55,3,11.38,3,4,7,1,57.4,0.2195,2.42,0.1231,0.69,0.024,5.67,9.0,0.2,0.25,6.5,10.96,76.32,0,1,5,34.31,0.08,1,12,12,1.5,68.79,219.94,39.81,56.2,69.65,2,60.21,7,2,3,1,0.29,1.11,0,0,6.56,91.88,26.91,70.45,4,3,2,1.3632,19.15,0,0.63,1,58.2,61.53,54.56,53.27,6,59.1,53.79,64.96,1,0,2,59.73,0.3735,64.06,49.36
EMP156,32,6,Developer,8.05,5,6.79,45,3,80.04,95.88,1,89.67,28,11,6.17,8,7,8.62,90.19,0,5.58,34,70,6,8.8,7,76.48,27.4,-3.88,4,1,1,1.45,85.62,54,6.29,3,2,66.67,0,24.62,44.18,1,3.89,4,2,7,2,61.46,0.2222,1.17,1.0704,0.9,0.0497,3.33,8.4,0.1714,0.2759,3.29,9.41,88.71,1,2,4,22.3,0.27,2,5,5,2.5,85.76,90.51,14.09,76.67,49.51,0,84.43,4,0,6,1,0.15,1.51,0,0,3.31,96.72,25.15,75.06,3,2,2,0.4835,33.7,1,0.07,0,45.66,58.93,87.55,31.67,3,47.4,65.41,48.94,1,0,1,69.18,0.6299,71.88,46.22
EMP157,42,18,Tech Lead,10.38,5,4.87,45,0,81.76,85.51,1,92.34,13,18,3.31,2,7,6.29,73.63,1,8.37,26,38,8,3.85,5,55.54,29.07,15.4,4,1,0,0.0,93.76,43,2.5,1,1,100.0,0,9.58,56.23,2,5.28,2,1,0,1,73.52,0.25,1.86,0.6062,0.72,0.0193,2.0,6.2,0.2963,0.1429,0.0,11.35,73.19,0,0,5,70.77,0.02,0,5,5,1.5,88.17,124.28,16.0,61.09,44.63,1,54.7,7,3,5,1,0.05,0.31,2,1,2.09,71.91,78.05,69.86,2,4,1,0.5086,10.11,0,0.07,0,89.22,40.16,55.21,71.24,14,36.12,49.61,33.34,0,2,1,60.49,0.4715,65.57,56.99
EMP158,35,13,Senior Developer,10.23,5,4.64,45,1,69.13,99.53,3,90.97,12,56,11.0,0,2,1.79,68.87,0,9.12,33,41,11,3.55,11,66.72,27.18,6.1,10,1,4,4.05,53.37,72,11.01,3,1,33.33,0,5.69,44.78,1,3.38,0,0,3,5,70.71,0.2391,2.54,0.1751,0.94,0.0196,6.67,9.6,0.3235,0.0,0.0,11.16,74.76,1,1,5,37.44,0.52,0,8,8,1.5,66.82,102.36,13.73,64.13,69.85,0,82.0,1,0,7,1,1.45,3.81,1,2,6.19,75.01,81.23,44.7,2,4,1,0.3309,21.11,0,0.39,0,34.55,91.51,54.89,39.09,3,59.91,58.86,82.88,1,1,0,74.13,0.2589,78.26,50.4
EMP159,30,7,Manager,8.76,5,13.34,45,2,61.08,97.98,3,95.23,3,21,48.0,0,3,3.77,83.5,0,7.25,47,90,9,12.23,22,71.73,27.87,0.4,0,0,0,0.0,0.0,0,0.0,5,3,60.0,0,9.87,40.44,1,4.99,1,1,4,0,56.66,0.1765,11.75,0.4306,0.0,0.0685,7.33,13.8,0.1875,0.0,4.44,11.43,72.6,0,0,5,52.85,0.02,1,0,0,3.0,84.16,106.83,44.87,64.14,38.74,3,46.54,3,0,0,0,0.32,0.79,0,1,31.78,84.32,81.73,75.08,4,3,2,0.57,26.94,1,0.03,0,90.76,57.53,87.58,46.36,3,49.08,49.91,81.93,1,0,0,76.17,0.5556,65.78,6.45
EMP160,38,13,Senior Developer,9.62,6,12.56,30,3,81.65,93.71,1,86.0,23,22,6.69,4,6,3.15,51.65,2,8.59,35,86,10,10.89,13,56.36,12.21,31.44,12,1,1,0.35,83.3,146,4.92,2,2,100.0,0,30.0,50.21,1,4.88,2,2,10,2,76.43,0.2373,1.46,0.3276,0.67,0.0347,5.33,8.17,0.2778,0.1667,3.41,11.71,70.3,0,0,6,68.4,0.86,0,0,0,2.5,77.87,142.93,41.6,57.69,58.96,3,66.68,5,1,7,1,0.43,1.94,0,1,2.95,71.76,43.65,77.96,3,4,4,0.5074,29.03,0,1.07,0,74.71,48.35,63.48,77.55,3,50.09,57.08,36.01,1,2,0,60.07,0.427,76.89,65.41
EMP161,38,6,Developer,7.96,5,13.06,45,1,87.16,66.41,1,93.16,17,39,6.21,2,3,4.39,98.44,0,6.33,23,32,4,3.6,7,79.65,28.75,-8.4,12,3,3,2.73,94.3,110,17.46,4,4,100.0,0,30.0,29.02,1,3.87,1,0,3,1,63.56,0.1463,1.28,0.5511,0.69,0.1006,3.67,6.6,0.1667,0.1111,3.73,10.57,79.45,0,3,6,69.67,0.87,0,0,0,5.5,81.21,168.49,38.69,57.99,79.26,1,58.74,1,0,20,1,0.55,2.02,1,1,2.86,67.7,40.44,83.24,2,3,2,0.4866,23.94,2,0.12,0,69.29,65.44,79.32,57.83,2,68.47,53.75,50.24,2,1,0,58.21,0.5144,55.25,69.22
EMP162,35,2,Senior Developer,9.0,5,1.36,60,3,95.18,79.5,0,91.73,7,57,11.3,2,4,2.02,87.09,0,7.59,32,62,9,4.79,14,68.6,21.96,9.44,1,1,1,0.38,88.54,38,21.3,2,2,100.0,0,8.51,36.38,1,2.55,0,0,8,0,69.13,0.275,4.0,0.224,0.87,0.0445,5.0,9.4,0.2727,0.25,0.0,9.27,89.84,1,0,5,70.62,0.66,1,0,0,2.5,96.18,205.22,47.78,75.54,98.32,1,58.42,10,4,2,0,0.86,1.18,0,1,7.15,89.13,79.9,64.54,3,3,3,0.2837,24.8,0,0.0,0,47.22,63.3,62.77,39.6,8,74.87,51.09,64.05,3,2,0,83.09,0.1157,86.48,64.8
EMP163,40,12,Developer,9.73,5,13.12,30,2,95.44,99.31,0,97.94,11,14,10.83,0,10,5.82,80.41,1,8.07,16,33,3,15.78,4,68.15,24.47,7.38,4,1,2,2.26,96.0,302,9.69,1,0,0.0,0,29.49,52.41,1,3.46,2,2,3,0,69.03,0.1071,1.33,0.598,0.94,0.0,2.0,4.4,0.1765,0.0,6.46,12.36,65.13,1,0,5,32.51,0.27,0,0,0,0.5,94.09,94.12,20.64,58.11,56.8,1,61.99,1,0,5,1,0.33,1.08,3,1,6.77,87.36,72.96,94.81,1,4,1,0.3555,17.2,0,0.11,0,66.84,96.94,73.04,42.5,5,49.23,52.82,60.43,1,0,0,82.93,0.7594,66.18,33.86
EMP164,32,8,Senior Developer,8.31,5,3.16,45,1,86.25,97.87,1,93.3,23,13,2.74,2,8,8.2,90.8,0,5.91,22,31,7,22.33,5,60.96,11.18,27.85,6,1,2,1.63,91.45,90,4.37,9,5,55.56,1,22.22,33.79,1,3.56,5,6,6,0,84.65,0.1957,0.92,0.9876,0.83,0.1204,2.33,5.8,0.3043,0.0833,0.0,8.94,92.51,0,0,3,37.61,1.2,1,8,8,5.5,64.86,195.67,43.69,72.59,61.2,4,43.86,4,1,2,0,0.46,0.26,1,2,0.84,80.74,52.35,29.03,2,2,3,0.4292,30.57,2,0.58,1,81.64,67.33,71.78,53.98,5,46.6,48.7,54.53,2,1,0,74.45,0.5025,70.24,53.25
EMP165,42,14,QA Engineer,9.17,5,2.77,60,2,72.34,96.27,2,86.87,18,23,10.34,5,2,2.66,88.37,0,7.64,18,37,5,3.09,6,64.33,18.48,17.19,0,0,1,0.5,0.0,0,0.0,12,6,50.0,2,11.07,42.36,1,2.6,1,0,2,1,74.03,0.2703,0.95,0.2898,0.0,0.1309,2.67,5.0,0.2632,0.2632,0.0,9.72,86.21,1,0,4,32.84,0.26,0,0,0,6.0,76.64,228.5,19.67,75.13,84.05,4,32.42,11,4,0,0,0.32,0.12,1,1,4.73,74.49,94.31,54.59,2,3,2,0.2837,13.17,1,0.13,0,93.32,49.26,78.87,69.32,1,84.26,47.85,48.85,1,0,0,56.44,0.1878,87.25,24.69
EMP166,45,3,Senior Developer,7.9,5,13.51,30,1,87.83,95.68,1,86.77,6,43,27.74,1,3,3.32,71.23,0,6.74,59,80,9,6.17,30,76.17,10.39,13.44,2,1,1,0.56,82.57,28,17.48,7,7,100.0,0,14.79,40.63,1,2.31,3,2,10,4,48.38,0.1515,8.43,0.4204,0.64,0.1771,11.67,18.0,0.15,0.1429,7.95,10.61,79.14,2,1,3,15.99,0.31,0,0,0,7.5,88.62,241.64,33.28,56.34,67.67,2,42.98,3,1,2,0,0.23,0.58,1,0,11.21,85.0,33.21,50.57,5,3,2,0.292,17.98,3,0.0,3,68.5,43.13,48.5,39.26,2,70.37,33.74,33.29,1,0,0,67.16,0.3985,75.59,75.27
EMP167,45,9,Senior Developer,9.48,5,5.48,60,3,80.19,97.23,1,85.73,31,26,3.2,7,2,1.86,79.9,0,8.11,15,22,3,1.63,4,73.58,21.25,5.17,3,1,1,0.83,86.13,384,4.13,9,10,100.0,0,30.0,46.75,1,4.4,2,1,1,1,85.39,0.2128,0.47,0.196,0.76,0.211,2.0,4.0,0.1875,0.2188,1.61,10.57,79.42,1,1,5,55.85,0.01,0,0,0,10.5,68.61,185.87,49.97,90.73,67.02,0,34.8,11,3,6,0,0.13,1.27,0,2,2.13,82.1,31.48,71.26,1,4,1,0.4641,26.18,3,0.08,0,93.94,64.55,84.06,41.43,2,61.3,44.59,34.42,1,0,0,76.4,0.2698,76.55,82.04
EMP168,42,1,Manager,6.65,5,4.58,45,1,95.31,99.43,0,96.02,28,25,1.88,2,9,9.3,93.67,0,4.04,28,33,3,7.83,6,81.26,21.18,-2.44,0,0,2,1.0,0.0,0,0.0,2,1,50.0,0,3.51,29.06,3,11.07,1,0,9,2,84.75,0.0877,0.97,1.3987,0.0,0.0301,3.33,7.2,0.1034,0.069,0.0,7.56,100.0,2,0,7,101.25,1.05,2,0,0,1.0,60.18,199.67,10.88,78.43,56.21,0,57.71,4,1,0,0,0.58,1.81,3,0,0.8,73.98,62.27,60.2,2,2,1,1.6655,34.92,0,0.0,1,50.69,64.68,51.95,62.22,10,82.27,56.98,71.3,0,0,1,46.41,0.341,74.14,1.48
EMP169,55,14,Senior Developer,10.32,5,12.49,45,1,88.69,91.05,1,93.94,10,10,2.17,1,5,3.22,90.81,0,8.93,13,25,1,2.6,8,70.13,15.38,14.48,11,2,3,3.2,82.93,22,4.28,4,3,75.0,0,26.49,36.27,2,8.42,1,0,2,1,92.82,0.0833,1.18,0.3116,0.84,0.0581,4.0,4.8,0.0714,0.0909,6.21,12.82,61.44,1,0,3,31.02,0.76,0,0,0,4.0,73.05,241.65,48.71,57.38,65.29,1,34.16,3,1,13,1,0.03,1.04,2,0,1.44,85.97,51.83,83.7,1,4,2,0.8162,25.36,1,0.12,1,66.15,70.88,68.05,43.68,2,42.57,44.68,52.69,1,1,2,56.88,0.5241,59.65,61.37
EMP170,38,3,Designer,7.2,5,5.79,60,1,76.46,89.1,2,96.09,7,33,15.03,1,7,4.31,69.07,2,5.34,31,76,5,4.58,25,66.85,27.21,5.94,0,0,0,0.0,0.0,0,0.0,5,5,100.0,0,30.0,32.88,2,4.08,3,2,7,1,75.08,0.1538,3.88,0.5992,0.0,0.1389,8.67,11.2,0.1562,0.125,3.24,8.36,97.13,0,1,5,25.25,3.28,1,0,0,5.0,71.43,72.44,30.74,79.16,53.63,0,17.11,5,1,0,0,0.58,1.28,0,1,8.42,73.47,40.63,52.15,3,2,3,0.5666,38.52,1,0.0,0,92.52,33.71,73.46,78.22,5,67.02,79.46,71.92,0,1,0,80.74,0.168,87.69,0.0
EMP171,42,10,Developer,8.45,5,0.52,45,2,51.47,92.92,4,85.62,4,13,4.17,0,3,4.37,78.26,0,6.83,12,19,2,3.89,2,70.81,14.77,14.41,3,1,3,1.7,63.77,45,26.58,4,2,50.0,0,30.0,31.32,2,4.72,3,3,7,5,35.91,0.1176,2.4,0.5167,0.68,0.0473,3.33,3.4,0.1538,0.0,0.0,8.55,95.59,0,0,4,53.98,0.47,2,0,0,2.5,78.5,65.09,16.37,55.01,28.15,3,23.19,5,1,6,0,0.16,2.67,1,1,1.56,77.64,50.42,77.43,1,3,3,0.5591,26.22,0,0.17,0,68.08,53.46,81.14,58.82,1,55.06,33.65,52.37,0,0,0,52.73,0.3368,74.5,50.49
EMP172,35,13,Senior Developer,8.87,5,3.96,45,2,66.59,97.68,3,90.05,8,19,8.28,1,1,0.89,60.88,0,7.94,55,94,7,1.34,25,69.14,13.79,17.08,10,1,3,2.97,92.94,82,9.43,1,1,100.0,0,5.33,32.18,3,7.68,3,2,4,6,96.96,0.125,6.11,0.0999,0.94,0.0225,11.33,16.6,0.125,0.1111,0.0,9.66,86.69,0,0,3,37.99,0.19,2,12,12,1.5,95.66,59.58,21.67,55.28,44.94,1,56.8,6,2,3,1,0.01,0.53,0,1,3.25,82.86,53.99,38.73,5,3,1,0.8662,15.44,0,0.2,1,93.23,38.7,46.1,59.23,4,83.91,77.51,74.86,0,1,0,88.23,0.0425,87.23,69.28
EMP173,30,8,Manager,7.03,5,0.49,30,3,80.17,87.35,1,95.51,6,27,35.14,1,14,13.6,67.16,4,3.81,13,17,4,3.0,4,57.41,20.16,22.42,0,0,1,0.5,0.0,0,0.0,2,1,50.0,0,7.17,34.94,1,3.88,3,1,1,0,71.78,0.25,1.86,1.934,0.0,0.0285,1.67,3.6,0.2857,0.1429,0.0,7.13,100.0,0,0,3,42.12,0.01,0,0,0,1.0,63.44,163.74,11.76,62.8,76.21,1,76.9,2,0,0,0,1.14,1.07,1,1,17.42,92.09,33.72,67.69,0,1,1,0.5524,25.02,0,0.56,0,83.59,45.89,77.36,36.57,2,69.48,48.0,32.79,2,1,0,54.28,0.6106,73.86,0.0
EMP174,45,4,Manager,8.64,5,0.51,45,3,93.42,98.04,0,86.25,15,33,48.0,2,6,8.61,76.29,1,6.17,13,23,1,1.0,3,70.29,24.21,5.5,0,0,2,1.0,0.0,0,0.0,2,1,50.0,0,15.56,33.63,1,4.83,2,2,9,8,72.12,0.1034,0.81,0.9967,0.0,0.0231,4.33,3.6,0.0714,0.125,0.0,8.74,94.04,1,2,5,55.08,0.56,2,0,0,1.0,83.4,206.47,47.96,41.04,87.5,1,40.39,12,3,0,0,0.13,1.04,2,0,30.96,69.49,83.77,34.29,1,3,3,0.559,13.94,0,0.53,1,75.16,50.5,92.03,82.41,5,29.41,32.64,82.24,0,2,0,69.73,0.4497,70.31,7.98
EMP175,35,13,Tech Lead,8.41,5,2.79,60,1,96.31,86.47,0,87.71,15,27,48.0,3,5,2.87,79.65,1,6.83,65,138,8,6.82,15,70.43,13.99,15.58,11,1,1,1.03,65.82,104,12.63,5,3,60.0,0,18.1,41.93,1,2.39,2,2,0,1,62.52,0.1358,4.06,0.3417,0.98,0.0714,5.67,16.2,0.1212,0.1875,0.0,8.96,92.29,0,0,4,44.34,0.89,2,0,0,3.5,77.28,110.09,41.8,75.81,79.31,1,12.79,7,1,2,1,0.32,1.9,2,0,27.29,50.52,79.41,55.34,9,3,4,0.2844,27.85,1,0.38,1,83.59,59.15,71.96,46.56,5,46.55,31.79,58.32,2,2,0,52.38,0.4885,68.3,61.67
EMP176,30,3,Developer,6.98,5,12.34,45,1,68.1,95.96,3,94.54,38,39,12.73,2,5,3.39,94.56,0,5.55,28,49,5,11.36,13,66.33,27.93,5.74,1,1,6,3.16,70.68,28,2.48,4,4,100.0,0,30.0,31.41,3,8.85,2,1,8,2,83.68,0.1045,0.72,0.4855,0.76,0.1147,7.0,9.4,0.1724,0.0513,5.76,9.44,88.45,1,0,4,31.18,0.58,0,0,0,4.5,80.99,153.51,46.78,68.41,86.9,2,23.72,4,0,7,0,0.06,1.19,3,0,5.71,75.76,38.84,66.99,2,2,2,1.2689,38.04,1,0.0,0,98.14,54.87,77.35,62.62,2,73.78,34.97,66.94,4,1,1,40.4,0.46,67.05,64.05
EMP177,38,14,Developer,6.0,6,14.66,30,0,31.87,97.16,6,89.86,18,19,12.85,5,4,3.78,52.36,1,4.87,40,57,7,26.25,11,56.79,18.86,24.34,8,1,5,3.62,64.55,38,8.5,5,2,40.0,0,11.6,25.68,4,16.35,1,1,10,3,57.12,0.2034,2.11,0.6304,0.64,0.0556,6.33,9.33,0.1707,0.2632,4.49,8.44,96.45,1,1,5,42.78,0.27,1,0,0,2.5,85.52,238.33,14.05,85.76,83.33,3,51.78,3,1,5,1,0.98,2.57,0,0,3.91,51.38,41.74,77.69,2,2,3,2.7256,28.48,0,0.34,1,64.21,41.1,89.3,34.43,2,61.46,40.06,50.39,1,0,0,88.9,0.6246,66.46,48.34
